"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value.Ad","Chrom.No","start","end","strand"
21868,33672.0394,29178.53032,-0.206643884,0.819673703,"IV",2788688,2796811,"plus"
21869,84.5529521,109.9707337,0.379192603,0.922018496,"IV",3012603,3014439,"plus"
21870,2075.603955,3464.784691,0.739234513,0.037762403,"IV",2931407,2936829,"plus"
21871,37676.96873,30527.13029,-0.303590924,0.835315072,"IV",2887040,2891577,"plus"
21872,534.2397124,1244.353669,1.219837459,0.016604332,"IV",2854344,2855454,"plus"
21873,11.62455011,36.43772998,1.648258201,0.304676852,"IV",2835662,2838591,"plus"
21875,71.80054942,227.1041961,1.661287573,0.045234029,"IV",2799692,2800982,"plus"
21876,3279.255116,5312.70714,0.696079044,0.054111505,"IV",2765717,2771788,"minus"
21877,1852.443256,1314.206548,-0.495237315,0.616994311,"IV",2777218,2782822,"minus"
21878,31.66426563,161.8387106,2.353629205,0.002865817,"IV",2814505,2818562,"minus"
21879,1005.602052,1440.628068,0.518638419,0.397779123,"IV",2839031,2841432,"minus"
21881,83.03926612,214.1235992,1.36657821,0.089458483,"IV",2855589,2857113,"minus"
21882,13357.91723,12690.27024,-0.073972288,0.814762028,"IV",2872222,2890447,"minus"
21883,33122.96236,29054.65061,-0.189062601,0.792113463,"IV",2891555,2892495,"minus"
21884,712.5866347,614.2978222,-0.214127156,0.909322873,"IV",2893817,2894712,"minus"
21885,36.54559856,17.11197062,-1.094691752,0.976801819,"IV",2896968,2900636,"minus"
21886,5044.099421,3940.21831,-0.356321147,0.554486395,"IV",2902343,2914814,"minus"
21887,670.1903308,624.0286547,-0.102958595,0.956022359,"IV",2919826,2922227,"minus"
21888,39013.71305,33329.37212,-0.227187171,0.752577987,"IV",2927513,2928421,"minus"
21890,27279.90279,40735.62825,0.578452655,0.123310986,"IV",2986082,2995572,"minus"
21891,221.3239993,246.5906889,0.155958427,0.774819913,"IV",2998875,3007506,"minus"
21892,134.6919724,162.9820408,0.275049131,1,"IV",3002505,3011197,"minus"
21893,397.6482869,359.3170599,-0.146235521,0.91596807,"IV",3023393,3028940,"minus"
21894,5.231314507,46.35321322,3.147423938,0.035180688,"IV",2803587,2804797,"plus"
21895,321.3879925,705.3455563,1.134014193,0.124867668,"IV",2842472,2845593,"plus"
21897,62.65687004,156.2813355,1.318600881,0.087901529,"IV",2960121,2964393,"plus"
21898,1688.283955,1587.386513,-0.08890412,0.803529206,"IV",2897692,2901646,"plus"
21899,17782.10959,16212.00854,-0.133363649,0.837543255,"III",5153425,5155426,"plus"
21900,8491.446612,8253.255368,-0.041047074,0.898902736,"III",5137283,5149543,"minus"
21901,29457.06496,30503.53821,0.050362905,1,"III",5151870,5153115,"minus"
21902,3446.683088,3182.254946,-0.115159232,1,"III",5155422,5158736,"minus"
21903,8900.043682,9529.527566,0.098592276,0.868681344,"III",567567,576437,"plus"
21904,7707.76238,6425.651853,-0.26246928,1,"III",576953,577564,"minus"
21905,8276.494977,6819.759762,-0.27929901,0.668768133,"III",577691,587102,"minus"
21906,9415.130562,9436.135742,0.003215071,0.861553906,"III",587190,598114,"minus"
21909,2575.408615,3558.988923,0.466666094,0.329994598,"III",402449,405613,"plus"
21910,6943.744602,5958.44865,-0.220777127,0.85448561,"III",408125,418737,"minus"
21911,47.84094,112.6393483,1.235393251,0.170469384,"III",440266,443497,"plus"
21912,11684.19083,9805.601613,-0.252879773,0.812385144,"III",434910,440143,"plus"
21913,61604.53299,42494.20521,-0.535770392,0.321569571,"III",429299,431751,"plus"
21914,7523.198158,5885.215955,-0.354250736,0.615629055,"III",464865,471694,"minus"
21915,10522.38297,9366.572366,-0.167868358,0.928971319,"III",2982406,2988243,"plus"
21916,76.78079113,36.30690803,-1.080501353,0.6653477,"III",2968958,2969869,"plus"
21917,1624.101209,2270.629751,0.48345094,0.481532718,"III",2970669,2975777,"minus"
21918,34.27448287,33.6492862,-0.026558998,1,"III",2988247,2990048,"minus"
21919,10003.29198,10359.71145,0.050508966,1,"III",3042581,3047006,"minus"
21920,7557.217067,8145.392311,0.108129124,0.885521611,"IV",1056890,1057620,"plus"
21921,39890.71568,40964.58955,0.038324353,1,"IV",1012652,1019687,"plus"
21922,10516.36954,9721.1326,-0.113440428,1,"IV",1010492,1012502,"plus"
21923,4130.496136,4877.091337,0.239705909,0.773673193,"IV",999230,1003628,"plus"
21924,10210.27715,9631.949205,-0.084122339,0.990666084,"IV",992289,997652,"plus"
21925,4393.553327,4095.80557,-0.101240973,1,"IV",1003592,1005864,"minus"
21926,6314.206504,6725.576273,0.091056444,0.971874003,"IV",1006086,1009717,"minus"
21927,873.2822959,977.6664838,0.162894303,0.950698514,"IV",1027754,1030024,"minus"
21928,276.086298,1071.744977,1.956770461,2.33e-06,"IV",1038669,1041008,"minus"
21929,24234.09792,20584.06507,-0.235510458,0.946546005,"IV",1052511,1054796,"minus"
21930,13118.15147,12728.27065,-0.04352802,1,"IV",1055023,1056313,"minus"
21931,61.0134,156.6548444,1.360391351,0.122576895,"IV",1058845,1063187,"minus"
21932,4203.19061,4319.855809,0.039498275,1,"IV",1097451,1102981,"plus"
21933,16966.61297,18704.20097,0.140663746,0.881254054,"IV",1094550,1096558,"plus"
21934,33838.23743,28216.99756,-0.262089938,0.916060857,"IV",1087110,1093927,"minus"
21935,4331.517568,4626.887144,0.095169341,1,"IV",800818,804349,"plus"
21936,5634.190011,4506.432843,-0.322222328,0.552563232,"IV",808674,824204,"minus"
21938,12411.66748,13400.42738,0.110582062,1,"IV",868974,881909,"plus"
21939,779.216749,1621.681685,1.057394072,0.093925855,"IV",858930,874529,"plus"
21941,564.2992399,760.9003815,0.431247179,0.621390392,"IV",845881,848850,"plus"
21942,677.4938382,967.4275105,0.513945739,0.405165412,"IV",830358,831896,"minus"
21943,699.7865795,915.6109857,0.387819776,0.555470502,"IV",835026,838536,"minus"
21944,52.70315889,50.7848864,-0.053490222,1,"IV",840829,842118,"minus"
21945,14115.01156,12470.18852,-0.178747035,0.804691812,"IV",849273,854780,"minus"
21947,96.45680428,511.7815783,2.4075733,6.27e-05,"IV",756721,759084,"plus"
21948,1216.31363,1293.059147,0.088272988,0.732485916,"IV",742083,753320,"plus"
21950,2384.321758,3877.507243,0.701550539,0.066708789,"IV",698696,707719,"minus"
21951,12.8338354,10.56139354,-0.281152179,1,"IV",728500,731037,"minus"
21952,32088.23517,33841.87224,0.07676494,0.854220781,"IV",3369192,3374694,"plus"
21953,35.24646794,47.43514458,0.428477653,0.904640112,"IV",3363550,3366076,"plus"
21956,23881.04154,23497.23475,-0.023374775,0.928971319,"V",7060791,7062799,"plus"
21959,29138.02087,24698.80561,-0.238461612,1,"V",7059680,7060452,"minus"
21960,29518.24899,27505.34251,-0.101895276,1,"V",7063154,7063696,"plus"
21963,2126.344784,2127.834559,0.001010438,0.813483991,"V",6931532,6935843,"minus"
21965,362.1925432,402.0713512,0.150694699,1,"II",1298476,1299723,"plus"
21966,10285.01353,8307.745378,-0.308014786,0.967218311,"II",1296085,1296753,"plus"
21967,42.48422901,153.2344335,1.850741235,0.137384723,"II",1285804,1286380,"plus"
21968,8.203399014,25.3126493,1.625564804,0.542116605,"II",1273214,1275542,"minus"
21969,169.5504379,352.1517904,1.054482907,0.228851239,"II",1281981,1285592,"minus"
21970,315.6698973,474.5356204,0.588099695,0.695870917,"II",1288638,1293264,"minus"
21972,4.062040608,22.37272884,2.461464668,0.273845156,"II",1300071,1301648,"minus"
21973,17579.41363,16066.17756,-0.129860223,0.789045837,"II",1302504,1306143,"minus"
21974,81.52884606,176.2214961,1.112007419,0.181947011,"II",1275724,1276879,"minus"
21975,171.8009152,349.0155649,1.022553655,0.370429713,"V",5067562,5069650,"minus"
21976,494.4327158,985.6388872,0.99528497,0.87116212,"V",5071684,5072216,"minus"
21977,577.7900928,1664.381017,1.526368367,5.85e-05,"V",5077834,5080881,"minus"
21978,349.3286535,882.2278482,1.336566317,0.004618346,"V",5081987,5084992,"minus"
21979,1042.490514,798.3116655,-0.385010258,1,"V",5085871,5087106,"minus"
21980,271.1210108,257.1032937,-0.076588828,1,"V",5087721,5089462,"minus"
21981,834.4564146,1411.216445,0.758030677,0.262561854,"V",268307,271420,"plus"
21983,1106.638047,1290.825884,0.222110982,0.764691482,"V",276738,281717,"minus"
21984,732.7026092,2048.911478,1.483557997,0.005751058,"II",2208117,2212868,"plus"
21985,9581.640936,9429.102114,-0.023152354,0.996989669,"II",2199148,2204144,"minus"
21986,33240.72069,29224.47851,-0.185774381,0.885386293,"II",2215481,2219926,"minus"
21987,8.586567906,39.74501613,2.210620464,0.25480119,"X",1937941,1942193,"minus"
21988,1963.3755,2145.318704,0.127855869,1,"X",1943944,1945025,"minus"
21990,21.890191,36.8488364,0.751334521,0.885386293,"X",1879371,1880308,"plus"
21991,12.48468325,20.63892113,0.725208338,0.949268645,"X",1873263,1873773,"plus"
21993,9.623745706,57.85649308,2.587808451,0.096257081,"IV",5218824,5220157,"plus"
21994,2.932601852,13.52554172,2.205433257,0.621485,"IV",5210947,5215186,"minus"
21997,35.02027579,12.4782753,-1.488771902,0.99514784,"IV",5249420,5249812,"plus"
21998,71.929981,74.32399421,0.047234812,0.805496515,"IV",5242197,5244980,"plus"
21999,0.858774982,12.2618427,3.835751829,0.518904441,"IV",5230822,5232471,"plus"
22000,466.6952326,269.1469719,-0.794086536,0.630785048,"IV",5232837,5233867,"minus"
22002,131.3187761,39.3718188,-1.737837944,0.6350074,"IV",5241394,5241786,"minus"
22003,65.87272634,76.18201703,0.209769224,0.76357889,"IV",5246226,5248153,"minus"
22004,128.0736539,141.3433103,0.142229874,0.895793577,"IV",8559421,8563130,"plus"
22010,682.323189,1055.224856,0.629023301,0.193459174,"IV",8585529,8594603,"plus"
22012,36.98154575,130.2128701,1.815994617,0.017945076,"IV",8598765,8600729,"minus"
22013,0.687019986,17.03564654,4.632060824,0.280418375,"V",4783599,4786126,"plus"
22014,5062.236461,4231.905696,-0.25846742,0.907079902,"V",4592824,4602000,"plus"
22015,30883.47631,33011.55804,0.096136076,1,"V",4571129,4585153,"plus"
22016,15.39039312,12.03598019,-0.354676446,1,"V",4560828,4561669,"plus"
22017,360.5112803,548.7010009,0.605975806,0.567375487,"V",4556041,4557100,"plus"
22018,138.5602491,150.6140423,0.120342855,1,"V",4558310,4559787,"minus"
22019,27130.7174,28363.74231,0.064120698,1,"V",4562636,4570038,"minus"
22020,22.61639294,20.09699276,-0.170389216,1,"V",4573119,4573910,"minus"
22021,25089.32966,20670.85965,-0.279475537,0.744018451,"V",4607030,4615803,"minus"
22022,1399.704884,1430.645542,0.031543594,1,"V",4604990,4606912,"minus"
22024,273.620637,1126.893443,2.042102154,0.115363749,"X",5043979,5044717,"plus"
22025,16331.21922,15298.33905,-0.094257474,1,"I",654099,658709,"plus"
22026,1262.430373,2092.871551,0.729279949,0.050182956,"I",638132,653988,"plus"
22027,18130.91631,21305.49707,0.232773872,0.754843986,"I",636850,637855,"plus"
22029,27206.48062,23157.23725,-0.2324872,0.761787402,"I",631058,636353,"minus"
22030,28.8453508,49.99959666,0.793577648,0.816759979,"I",645629,647245,"minus"
22031,2833.312658,3947.177214,0.478331479,0.272172157,"I",659093,663597,"minus"
22032,68.56543612,142.8186934,1.058631424,0.34929545,"I",663627,666897,"minus"
22033,38656.33929,40812.8942,0.078319999,0.973781039,"I",530569,532855,"plus"
22034,9246.875793,9074.499452,-0.027147943,1,"I",506480,509059,"plus"
22035,1036.080196,1122.024932,0.114969057,1,"I",496208,502046,"minus"
22036,2739.787498,2213.271154,-0.307883789,0.95995602,"I",502958,506253,"minus"
22037,27255.46328,29747.08026,0.126202629,1,"I",511018,516459,"minus"
22038,192.4176339,533.0554662,1.470044639,0.092045827,"I",520116,521557,"minus"
22039,174.5682421,452.0925841,1.372827129,0.275770597,"I",508853,510840,"minus"
22040,13.48696309,45.28648883,1.74751516,0.223841595,"I",562739,565184,"plus"
22042,95340.3454,79230.00419,-0.267039974,0.771069369,"I",535792,536673,"plus"
22043,11284.71225,10033.76924,-0.169505969,0.900169528,"I",534456,535350,"plus"
22044,11842.82087,12139.47322,0.035693057,1,"IV",445675,448449,"plus"
22045,6132.331597,5763.760802,-0.089425246,1,"IV",443985,444767,"plus"
22046,46399.64449,38003.48113,-0.287982176,0.734799559,"IV",425972,427205,"plus"
22047,138.9951697,219.1320418,0.656765704,0.450841246,"IV",428232,429084,"minus"
22048,18224.52686,22096.33035,0.277925434,0.58470504,"IV",359234,376069,"minus"
22051,10305.92648,10991.49733,0.092913726,0.963624988,"III",1570298,1576641,"plus"
22052,10612.99607,8222.356728,-0.368208119,0.439130504,"III",1558792,1570109,"plus"
22053,16887.34493,16056.9581,-0.072743914,1,"III",1540483,1543412,"plus"
22054,2985.163346,2385.748502,-0.32336791,0.588948858,"III",1533829,1538188,"plus"
22055,2504.465573,2426.282445,-0.045755275,1,"III",1538462,1540196,"minus"
22056,7193.858076,7166.432083,-0.005510667,1,"III",1544930,1554433,"minus"
22057,13235.57105,11898.42301,-0.153650067,0.81640648,"III",1555334,1558521,"minus"
22058,21101.39373,21886.75295,0.052719646,1,"IV",3225607,3252600,"plus"
22059,2189.260526,2414.366119,0.141200817,1,"IV",3222437,3225310,"plus"
22060,1331.506474,3210.305723,1.269651251,0.001118114,"IV",3253263,3254540,"minus"
22061,51.74036171,11.11568449,-2.218693349,0.289999961,"IV",3169943,3172607,"minus"
22062,125.6417877,241.837582,0.944722083,0.329436764,"IV",3186004,3191559,"minus"
22063,1533.812727,1237.949133,-0.30917031,0.627703674,"IV",3173547,3176112,"minus"
22064,57.22826671,202.3322654,1.821926584,0.022544745,"IV",3202355,3203858,"plus"
22067,11285.08545,9196.698826,-0.295229342,0.740561111,"IV",3055712,3062032,"plus"
22068,114.3731805,157.1009698,0.457943294,1,"IV",3053728,3055659,"plus"
22069,79780.41263,73257.21047,-0.123063819,0.992562386,"IV",3032713,3050100,"minus"
22070,55.54455725,24.40409672,-1.186522197,0.696706516,"IV",3062521,3063363,"minus"
22072,90.03297557,47.1624192,-0.932815778,0.819673703,"IV",3067843,3069844,"minus"
22073,9023.934186,8288.295779,-0.122681057,1,"IV",3077470,3086920,"minus"
22074,28957.29085,26531.78313,-0.126204996,1,"IV",2667048,2672201,"plus"
22075,10454.49822,10338.33909,-0.016119392,1,"IV",2641306,2642114,"plus"
22076,257.832357,306.760174,0.250677865,0.782509421,"IV",2614198,2617190,"plus"
22077,5251.241809,4925.040211,-0.092523127,0.985685658,"IV",2608047,2610210,"plus"
22078,16049.93854,17211.29244,0.100787664,1,"IV",2601139,2607550,"plus"
22080,13.69261038,10.6907112,-0.357039679,1,"IV",2594656,2596783,"plus"
22086,11.26827321,25.65605262,1.187032769,0.631473005,"IV",2542324,2549939,"plus"
22087,20434.74029,17883.49382,-0.192395291,0.822646038,"IV",2504326,2530298,"plus"
22088,1032.403744,940.2956407,-0.134820944,0.851490212,"IV",2497816,2502051,"plus"
22089,59535.79362,55830.67112,-0.092699396,0.897113406,"IV",2495734,2497682,"plus"
22090,61.11296196,74.84925396,0.292509531,0.851490212,"IV",2488819,2494144,"plus"
22092,29062.54657,27634.38354,-0.072696693,1,"IV",2494516,2495173,"minus"
22093,16.65192797,28.37675113,0.769020201,0.82811559,"IV",2504630,2507928,"minus"
22094,8.897066822,48.92069915,2.459043329,0.119843485,"IV",2549951,2551649,"minus"
22099,40003.89885,31644.51575,-0.338185124,0.886341367,"IV",2612427,2613061,"minus"
22100,2586.805801,3957.662699,0.61347691,0.341118488,"IV",2650382,2664003,"minus"
22101,1760.574264,1244.285895,-0.500728077,0.330273219,"IV",2610420,2612440,"plus"
22102,55.40480766,54.83970893,-0.014790255,1,"III",7456675,7458479,"plus"
22103,9432.825068,7272.263638,-0.375285411,0.72351493,"III",1152034,1181135,"plus"
22104,5151.184798,3560.077757,-0.532995546,0.612112343,"III",1116453,1142911,"plus"
22106,56.05156736,261.1415945,2.220005647,0.047018495,"III",1125233,1136015,"minus"
22107,7860.169606,6018.726622,-0.385102154,0.711852439,"I",2924934,2928140,"plus"
22108,212.7573107,452.6088777,1.089056176,0.264926249,"I",2915178,2918808,"plus"
22110,586.5643843,785.2819575,0.420921276,0.819809329,"I",2903598,2907753,"plus"
22111,6314.307775,5306.448884,-0.250877861,0.677324458,"I",2890448,2891263,"plus"
22112,30771.02829,21224.85963,-0.535817643,0.314465177,"I",2887802,2889436,"plus"
22113,671.2740249,789.323553,0.233714981,0.812851074,"I",2878580,2880938,"plus"
22114,111331.4197,104142.2079,-0.096305907,1,"I",2876932,2878519,"plus"
22115,3750.783631,4269.320791,0.186814527,0.709231974,"I",2866431,2869378,"plus"
22116,11.95546944,16.35111939,0.451718626,0.875714717,"I",2862405,2864466,"plus"
22117,7219.070728,6067.990273,-0.250594366,0.783558944,"I",2871259,2875291,"minus"
22118,7369.109156,7686.597112,0.060854829,1,"I",2880871,2883456,"minus"
22119,74750.53092,64471.91893,-0.213412902,0.768463655,"I",2895330,2900862,"minus"
22121,8609.15417,8960.760219,0.057749631,1,"I",2931462,2947154,"plus"
22122,97355.17632,90476.85728,-0.10570887,1,"I",2928395,2929681,"plus"
22123,1962.20731,1739.102892,-0.174134182,0.909637595,"I",2983265,2985169,"minus"
22124,5230.567674,5650.005841,0.111284828,1,"I",2986109,2995915,"minus"
22125,2470.734153,1790.510005,-0.464569207,0.453141567,"I",2774912,2775424,"plus"
22126,3997.848623,3319.8259,-0.268116261,0.889040495,"I",2731566,2735543,"plus"
22127,39886.04326,33666.40263,-0.244574441,0.836967958,"I",2730004,2731456,"plus"
22128,6574.450619,6292.029385,-0.063344935,1,"I",2722521,2726660,"minus"
22129,44941.08995,42649.99469,-0.075489553,1,"I",2735347,2742510,"minus"
22130,2656.341154,3243.834424,0.288259738,0.899539418,"I",2759025,2761042,"minus"
22131,370.9071428,858.1897057,1.210238545,0.005155704,"I",2776372,2778721,"minus"
22134,61153.84469,57265.41886,-0.094779008,1,"IV",2177864,2198275,"plus"
22135,4207.966,3775.156713,-0.156586513,0.773673193,"IV",2206370,2208831,"plus"
22138,2841.800497,3476.902916,0.290997507,0.818957237,"I",1895163,1910515,"plus"
22139,34563.89809,33703.48313,-0.036368236,1,"I",1874149,1883474,"plus"
22140,199.3361208,294.5124888,0.563125654,0.800744843,"I",1885207,1894865,"minus"
22141,31194.61204,28038.98148,-0.153862923,0.937723823,"I",1823447,1825969,"plus"
22142,0.38964047,12.5859438,5.013526063,0.20383262,"I",1816152,1818511,"plus"
22144,627.6183236,1556.77313,1.310599336,0.058550751,"I",1808093,1811784,"plus"
22145,282.3548445,1073.10802,1.926214017,6.36e-06,"I",1799719,1807011,"plus"
22146,30728.26962,27383.01558,-0.166285194,0.838113256,"I",1793254,1796427,"plus"
22148,21390.03957,18114.89804,-0.239762466,0.727300497,"I",1767889,1790205,"plus"
22149,17935.71794,17966.20182,0.00244995,1,"I",1755331,1766469,"plus"
22150,6082.279333,5791.195411,-0.070750897,0.844632743,"I",1751483,1754412,"plus"
22151,124198.2643,109977.7436,-0.17543342,0.830350229,"I",1721594,1740920,"plus"
22152,16655.71568,14814.83624,-0.168974667,1,"I",1709099,1715570,"plus"
22153,17010.46017,15409.04759,-0.142644476,0.872953266,"I",1702125,1707892,"plus"
22154,368.1879453,705.6114626,0.938431605,0.101642738,"I",1680452,1685065,"plus"
22155,432.8690054,956.4242678,1.143720233,0.007137019,"I",1667503,1669776,"plus"
22156,101.5380388,278.8721384,1.457583505,0.101439225,"I",1652916,1655443,"plus"
22157,28.27101218,31.95081745,0.176529306,1,"I",1663402,1666770,"minus"
22158,2399.223934,2626.060269,0.130332208,0.726448301,"I",1670081,1672744,"minus"
22159,5211.217477,4726.314072,-0.140904961,0.818485826,"I",1740649,1751057,"minus"
22160,4506.515353,7136.826296,0.663270353,0.214593826,"I",1771371,1775935,"minus"
22161,55.5105405,80.3818949,0.534108847,0.686473917,"I",1779841,1782588,"minus"
22163,50.86746166,50.72444332,-0.004061977,0.977668382,"I",1829772,1832064,"plus"
22164,919.7260655,1726.535764,0.908604086,0.056598201,"III",2681437,2686455,"minus"
